critic_name,album_name,album_rating,album_description
Expert Witness (MSN Music),No Love Deep Web,91,"There's more space in these tracks, and unlikely hints of sweetening both orchestral and distaff that come as laugh moments whether the lunatics running the asylum think they're funny or not."
Expert Witness (MSN Music),Fear Fun,83,"Though he dumbs up his songwriting half the time by fearing fun literally as regards forward motion, don't give up."
Expert Witness (MSN Music),The Grifter's Hymnal,91,"The follow-up is his party record, and deeper as a consequence, dark and hilarious and gone so fast you're too busy tapping your inner foot to cavil about pitch or timbre."
Expert Witness (MSN Music),The Evil Empire of Everything,83,"Midway through, here comes some madman with the deeply stoopid ""31 Flavors"" and you realize it wasn't going along fine enough."
Expert Witness (MSN Music),Falling Off the Sky,91,It's like H&S [Holsapple & Stamey] never went away.
Expert Witness (MSN Music),Fade,91,Their quietest and most fragile album is also their most orchestrated.
Expert Witness (MSN Music),Heroes,83,"I decided that Lukas's stoned-hillbilly affect was just what his dad needed to distinguish this particular assortment of what-thes, why-hasn't-he-evers,&#8203; and written-to-orders from rival entries in his unchartable catalogue."
Expert Witness (MSN Music),Kaleidoscope Dream,91,"He's major now, and musically, this locks in top to bottom."
Expert Witness (MSN Music),Wild Water Kingdom [Mixtape],91,"Although more far-out referents might arguably block my passway to his freewheeling freestyles, subcontinental beats like Keyboard Kid's electro-Carnatic ""Let It Go"" and Harry Fraud's serpent-charming ""Wild Water Kingdom"" mean to create a world of fun for everyone."
Expert Witness (MSN Music),51,83,"True, the record shudders to a virtual halt when the ecumenical auteur turns beatmaker midway through, and some may judge the rhymes irresponsibly playful."
Expert Witness (MSN Music),"The Greatest Story Never Told, Chapter 2: Bread And Circuses",91,"Almost nothing here dips to ordinary. And beats or not, one reason is that the rapper's rough clarity is musical bedrock."
Expert Witness (MSN Music),"Good Kid, M.A.A.D City",91,"The atmospheric beats Dr. Dre and his hirelings lay under the raps and choruses establish musical continuity, shoring  up a nervous flow that's just what Lamar's rhymes need."
Expert Witness (MSN Music),Lonely At the Top,91,"On his fourth and least austere album ventures into songlike territory without ever enlisting a vocalist, although vocal sounds do enter the mix."
Expert Witness (MSN Music),Stunt Rhythms,91,"Reminds me of a painter pal who in the '60s did a whole slipcase of polarized bicolor sex silkscreens--some lovely, some gross, all yummy."
Expert Witness (MSN Music),Sunken Condos,91,"You'll grow to love the queen of Bowlmor Lanes, the Jazz Age gangster who takes pride in his work, the souvenirs of dooms past rusting in the back of the sci-fi shop."
Expert Witness (MSN Music),Red,91,"I like the feisty ones, as I generally do. But ""Begin Again"" and especially ""Stay Stay Stay"" stay happy and hit just as hard."
Expert Witness (MSN Music),First of a Living Breed,91,"Between speed of delivery and brevity of line, Sandman's nonstop tunefulness here tends jingly no matter how gritty his flow."
Expert Witness (MSN Music),Transcendental Youth,100,"Matthew E. White's horn charts are the musical development Darnielle has in store for us. But the dealmaker is Jon Wurster's spare, inescapable drumming."
Expert Witness (MSN Music),Call Me Sylvia,91,They add muscle to their sound and lose a smidgen of edge in their writing.
The Boston Phoenix,Grace/Confusion,75,"The disc's six tracks clock in at less than 40 minutes, so there isn't really time to screw things up on a royal scale, making Grace/Confusion a fine listen."
The Boston Phoenix,Bish Bosch,37,"Call it what you want, just be prepared to call it something other than music."
The Boston Phoenix,Pink Friday: Roman Reloaded--the Re-Up,88,"Special note to the freakazoids who think ""Starships"" killed hip-hop: the rapper who rhymes ""fri-vo-lous"" with ""po-ly-ga-mist"" is X-Acto sharp as ever."
The Boston Phoenix,The Odds,88,Their third record proves that even the most militant punk songs are often best served by a stripped-down aesthetic.
The Boston Phoenix,Trilogy,75,"Even at Tesfaye's most awkward, it's impossible not to be intoxicated."
The Boston Phoenix,Lonerism,88,Lonerism is a life raft for the abyss of song-induced self-reflection it inspires.
The Boston Phoenix,House on the Hill,63,"The songs are what we've come to expect--approachable slacker jams mixed in with cursory love songs, and the occasional guitar solo that proves reverb and washed-out colors don't have the monopoly on nostalgia--but production is cleaner and energy levels are lower."
The Boston Phoenix,Temporal,75,Temporal as a whole is evenly mastered and gratifyingly titanic.
The Boston Phoenix,Koi No Yokan,88,"Koi No Yokan is not only the year's best metal-rock-space-pop album--it's also the finest Deftones album, front to back, to date."
The Boston Phoenix,The Inner Mansions,75,The Inner Mansions is much more interesting than your typical bedroom pop album.
The Boston Phoenix,King Animal,75,"On the whole, King Animal is a welcome return, and though it doesn't reinvent the wheel, it reminds us why these guys were considered the architects of the Seattle scene."
The Boston Phoenix,Just To Feel Anything,63,"The Ohio trio took their time with Feel Anything, arriving at this more focused, albeit less celestial, effort."
The Boston Phoenix,Top Ten Hits of the End of the World,88,"The music is what matters, and Prince Rama, with this highfalutin' silliness, have delivered big."
The Boston Phoenix,Music From Another Dimension!,37,"With tracks like ""LUV XXX,"" ""Beautiful,"" and ""Lover Alot,"" everyone's favorite dude-looks-like-a-grandma just can't let go of that screechy horndog rock."
The Boston Phoenix,Zeros,88,"It's a minimalist approach that started on the Soft Moon's outstanding 2010 self-titled debut full-length, and continues here with each composition taking on an overall instrumental feel despite the occasional presence of lyrical accompaniment."
The Boston Phoenix,Last of a Dyin' Breed,0,"On Dyin' Breed, they stoop to some depressing new lows."
The Boston Phoenix,Pink,100,"Ironically, this patchwork of 12-inch singles is Kieran Hebden's most delectable album-as-album."
The Boston Phoenix,"Mumps, Etc.",37,Lifeless and boring.
The Boston Phoenix,Banks,63,"Even though the album's zany unpredictability can be thrilling, it often feels like Banks is adorning vacant tunes (""Arise Awake,"" the plodding instrumental ""Another Chance"") with bells and whistles."
The Boston Phoenix,Free Dimensional,63,"Everything about Free Dimensional is cheesy--from the mousey bedroom beats to the predictable synth lines to O'Regan's (hard) Soft Cell vocal delivery to the awkward, bumbling raps. Regardless, several songs are stunning."
The Boston Phoenix,Local Business,88,Patrick Stickles finally overworks his music to match his trying-too-hard fables.
The Boston Phoenix,The  Haunted Man,75,"Khan might be getting bolder, bigger, and more experimental, but pushing past what everyone expects or wants from you as an artist sometimes works - even the third time around."
The Boston Phoenix,Cobra Juicy,75,"In sacrificing weirdness for conformity, Cobra Juicy shows growth, but somewhat mugs the band of what made them so singular."
The Boston Phoenix,Former Lives,75,"Gibbard's carving out new musical territory on Former Lives, while amplifying the broken heart of what makes his sound so wonderful."
The Boston Phoenix,Soft Fall,75,"Glossy and palatable, but also decidedly sophisticated."
The Boston Phoenix,Until the Quiet Comes,75,"Ellison excels everywhere else, keeping the beats brisk and the instrumentation organic and lively."
The Boston Phoenix,Who Needs Who,75,"Art-pop triumph ""Tell Me"" puts it all over the top as the zenith of Triple D's young career. That's something to be optimistic about."
The Boston Phoenix,End of Daze [EP],63,The album's listlessness - when compared to the blisteringly restless heartbreak/firecracker of Dreams - is kind of a bummer.
The Boston Phoenix,Babel,50,"Individually, these songs pack an emotional wallop, performed with a passion that is rare in today's indie-rock scene of disconnected cool. But taken as a giant lump, they're exhausting dead-ends: 12 straight climaxes cancel each other out - and Babel could use a little rising action."
